StatementCode,Parent Node,Is Parent Standard,Grade,Subject,Sub-Subject,Statement
CCSS.ELA-Literacy.W.9-10.3b,CCSS.ELA-Literacy.W.9-10.3,FALSE,9,English,English Language Arts and Literacy,"Use narrative techniques, such as dialogue, pacing, description, reflection, and multiple plot lines, to develop experiences, events, and/or characters."
CCSS.ELA-Literacy.W.9-10.3b,CCSS.ELA-Literacy.W.9-10.3,FALSE,10,English,English Language Arts and Literacy,"Use narrative techniques, such as dialogue, pacing, description, reflection, and multiple plot lines, to develop experiences, events, and/or characters."
CCSS.ELA-Literacy.W.9-10.3c,CCSS.ELA-Literacy.W.9-10.3,FALSE,9,English,English Language Arts and Literacy,Use a variety of techniques to sequence events so that they build on one another to create a coherent whole.
CCSS.ELA-Literacy.W.9-10.3c,CCSS.ELA-Literacy.W.9-10.3,FALSE,10,English,English Language Arts and Literacy,Use a variety of techniques to sequence events so that they build on one another to create a coherent whole.
CCSS.ELA-Literacy.W.9-10.3d,CCSS.ELA-Literacy.W.9-10.3,FALSE,9,English,English Language Arts and Literacy,"Use precise words and phrases, telling details, and sensory language to convey a vivid picture of the experiences, events, setting, and/or characters."
CCSS.ELA-Literacy.W.9-10.3d,CCSS.ELA-Literacy.W.9-10.3,FALSE,10,English,English Language Arts and Literacy,"Use precise words and phrases, telling details, and sensory language to convey a vivid picture of the experiences, events, setting, and/or characters."
CCSS.ELA-Literacy.W.9-10.3e,CCSS.ELA-Literacy.W.9-10.3,FALSE,9,English,English Language Arts and Literacy,"Provide a conclusion that follows from and reflects on what is experienced, observed, or resolved over the course of the narrative."
CCSS.ELA-Literacy.W.9-10.3e,CCSS.ELA-Literacy.W.9-10.3,FALSE,10,English,English Language Arts and Literacy,"Provide a conclusion that follows from and reflects on what is experienced, observed, or resolved over the course of the narrative."
CCSS.ELA-Literacy.W.9-10.4,,FALSE,9,English,English Language Arts and Literacy,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience. (Grade-specific expectations for writing types are defined in standards 1&ndash;3 above.)"
CCSS.ELA-Literacy.W.9-10.4,,FALSE,10,English,English Language Arts and Literacy,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience. (Grade-specific expectations for writing types are defined in standards 1&ndash;3 above.)"
CCSS.ELA-Literacy.W.9-10.5,,FALSE,9,English,English Language Arts and Literacy,"Develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on addressing what is most significant for a specific purpose and audience. (Editing for conventions should demonstrate command of Language standards 1â3 up to and including grades 9â10 here.)"
CCSS.ELA-Literacy.W.9-10.5,,FALSE,10,English,English Language Arts and Literacy,"Develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on addressing what is most significant for a specific purpose and audience. (Editing for conventions should demonstrate command of Language standards 1â3 up to and including grades 9â10 here.)"
CCSS.ELA-Literacy.W.9-10.6,,FALSE,9,English,English Language Arts and Literacy,"Use technology, including the Internet, to produce, publish, and update individual or shared writing products, taking advantage of technology&rsquo;s capacity to link to other information and to display information flexibly and dynamically."
CCSS.ELA-Literacy.W.9-10.6,,FALSE,10,English,English Language Arts and Literacy,"Use technology, including the Internet, to produce, publish, and update individual or shared writing products, taking advantage of technology&rsquo;s capacity to link to other information and to display information flexibly and dynamically."
CCSS.ELA-Literacy.W.9-10.7,,FALSE,9,English,English Language Arts and Literacy,"Conduct short as well as more sustained research projects to answer a question (including a self-generated question) or solve a problem; narrow or broaden the inquiry when appropriate; synthesize multiple sources on the subject, demonstrating understanding of the subject under investigation."
CCSS.ELA-Literacy.W.9-10.7,,FALSE,10,English,English Language Arts and Literacy,"Conduct short as well as more sustained research projects to answer a question (including a self-generated question) or solve a problem; narrow or broaden the inquiry when appropriate; synthesize multiple sources on the subject, demonstrating understanding of the subject under investigation."
CCSS.ELA-Literacy.W.9-10.8,,FALSE,9,English,English Language Arts and Literacy,"Gather relevant information from multiple authoritative print and digital sources, using advanced searches effectively; assess the usefulness of each source in answering the research question; integrate information into the text selectively to maintain the flow of ideas, avoiding plagiarism and following a standard format for citation."
CCSS.ELA-Literacy.W.9-10.8,,FALSE,10,English,English Language Arts and Literacy,"Gather relevant information from multiple authoritative print and digital sources, using advanced searches effectively; assess the usefulness of each source in answering the research question; integrate information into the text selectively to maintain the flow of ideas, avoiding plagiarism and following a standard format for citation."
CCSS.ELA-Literacy.W.9-10.9,,TRUE,9,English,English Language Arts and Literacy,"Draw evidence from literary or informational texts to support analysis, reflection, and research."
CCSS.ELA-Literacy.W.9-10.9,,TRUE,10,English,English Language Arts and Literacy,"Draw evidence from literary or informational texts to support analysis, reflection, and research."
CCSS.ELA-Literacy.W.9-10.9a,CCSS.ELA-Literacy.W.9-10.9,FALSE,9,English,English Language Arts and Literacy,"Apply grades 9&ndash;10 Reading standards to literature (e.g., &ldquo;Analyze how an author draws on and transforms source material in a specific work [e.g., how Shakespeare treats a theme or topic from Ovid or the Bible or how a later author draws on a play by Shakespeare]&rdquo;)."
CCSS.ELA-Literacy.W.9-10.9a,CCSS.ELA-Literacy.W.9-10.9,FALSE,10,English,English Language Arts and Literacy,"Apply grades 9&ndash;10 Reading standards to literature (e.g., &ldquo;Analyze how an author draws on and transforms source material in a specific work [e.g., how Shakespeare treats a theme or topic from Ovid or the Bible or how a later author draws on a play by Shakespeare]&rdquo;)."
CCSS.ELA-Literacy.W.9-10.9b,CCSS.ELA-Literacy.W.9-10.9,FALSE,9,English,English Language Arts and Literacy,"Apply grades 9&ndash;10 Reading standards to literary nonfiction (e.g., &ldquo;Delineate and evaluate the argument and specific claims in a text, assessing whether the reasoning is valid and the evidence is relevant and sufficient; identify false statements and fallacious reasoning&rdquo;)."
CCSS.ELA-Literacy.W.9-10.9b,CCSS.ELA-Literacy.W.9-10.9,FALSE,10,English,English Language Arts and Literacy,"Apply grades 9&ndash;10 Reading standards to literary nonfiction (e.g., &ldquo;Delineate and evaluate the argument and specific claims in a text, assessing whether the reasoning is valid and the evidence is relevant and sufficient; identify false statements and fallacious reasoning&rdquo;)."
CCSS.ELA-Literacy.W.9-10.10,,FALSE,9,English,English Language Arts and Literacy,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of tasks, purposes, and audiences."
CCSS.ELA-Literacy.W.9-10.10,,FALSE,10,English,English Language Arts and Literacy,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of tasks, purposes, and audiences."
CCSS.ELA-Literacy.W.11-12.1,,TRUE,11,English,English Language Arts and Literacy,"Write arguments to support claims in an analysis of substantive topics or texts, using valid reasoning and relevant and sufficient evidence."
CCSS.ELA-Literacy.W.11-12.1,,TRUE,12,English,English Language Arts and Literacy,"Write arguments to support claims in an analysis of substantive topics or texts, using valid reasoning and relevant and sufficient evidence."
CCSS.ELA-Literacy.W.11-12.1a,CCSS.ELA-Literacy.W.11-12.1,FALSE,11,English,English Language Arts and Literacy,"Introduce precise, knowledgeable claim(s), establish the significance of the claim(s), distinguish the claim(s) from alternate or opposing claims, and create an organization that logically sequences claim(s), counterclaims, reasons, and evidence."
CCSS.ELA-Literacy.W.11-12.1a,CCSS.ELA-Literacy.W.11-12.1,FALSE,12,English,English Language Arts and Literacy,"Introduce precise, knowledgeable claim(s), establish the significance of the claim(s), distinguish the claim(s) from alternate or opposing claims, and create an organization that logically sequences claim(s), counterclaims, reasons, and evidence."
CCSS.ELA-Literacy.W.11-12.1b,CCSS.ELA-Literacy.W.11-12.1,FALSE,11,English,English Language Arts and Literacy,"Develop claim(s) and counterclaims fairly and thoroughly, supplying the most relevant evidence for each while pointing out the strengths and limitations of both in a manner that anticipates the audience&rsquo;s knowledge level, concerns, values, and possible biases."
CCSS.ELA-Literacy.W.11-12.1b,CCSS.ELA-Literacy.W.11-12.1,FALSE,12,English,English Language Arts and Literacy,"Develop claim(s) and counterclaims fairly and thoroughly, supplying the most relevant evidence for each while pointing out the strengths and limitations of both in a manner that anticipates the audience&rsquo;s knowledge level, concerns, values, and possible biases."
CCSS.ELA-Literacy.W.11-12.1c,CCSS.ELA-Literacy.W.11-12.1,FALSE,11,English,English Language Arts and Literacy,"Use words, phrases, and clauses as well as varied syntax to link the major sections of the text, create cohesion, and clarify the relationships between claim(s) and reasons, between reasons and evidence, and between claim(s) and counterclaims."
CCSS.ELA-Literacy.W.11-12.1c,CCSS.ELA-Literacy.W.11-12.1,FALSE,12,English,English Language Arts and Literacy,"Use words, phrases, and clauses as well as varied syntax to link the major sections of the text, create cohesion, and clarify the relationships between claim(s) and reasons, between reasons and evidence, and between claim(s) and counterclaims."
CCSS.ELA-Literacy.W.11-12.1d,CCSS.ELA-Literacy.W.11-12.1,FALSE,11,English,English Language Arts and Literacy,Establish and maintain a formal style and objective tone while attending to the norms and conventions of the discipline in which they are writing.
CCSS.ELA-Literacy.W.11-12.1d,CCSS.ELA-Literacy.W.11-12.1,FALSE,12,English,English Language Arts and Literacy,Establish and maintain a formal style and objective tone while attending to the norms and conventions of the discipline in which they are writing.
CCSS.ELA-Literacy.W.11-12.1e,CCSS.ELA-Literacy.W.11-12.1,FALSE,11,English,English Language Arts and Literacy,Provide a concluding statement or section that follows from and supports the argument presented.
CCSS.ELA-Literacy.W.11-12.1e,CCSS.ELA-Literacy.W.11-12.1,FALSE,12,English,English Language Arts and Literacy,Provide a concluding statement or section that follows from and supports the argument presented.
CCSS.ELA-Literacy.W.11-12.2,,TRUE,11,English,English Language Arts and Literacy,"Write informative/explanatory texts to examine and convey complex ideas, concepts, and information clearly and accurately through the effective selection, organization, and analysis of content."
CCSS.ELA-Literacy.W.11-12.2,,TRUE,12,English,English Language Arts and Literacy,"Write informative/explanatory texts to examine and convey complex ideas, concepts, and information clearly and accurately through the effective selection, organization, and analysis of content."
CCSS.ELA-Literacy.W.11-12.2a,CCSS.ELA-Literacy.W.11-12.2,FALSE,11,English,English Language Arts and Literacy,"Introduce a topic; organize complex ideas, concepts, and information so that each new element builds on that which precedes it to create a unified whole; include formatting (e.g., headings), graphics (e.g., figures, tables), and multimedia when useful to aiding comprehension."
CCSS.ELA-Literacy.W.11-12.2a,CCSS.ELA-Literacy.W.11-12.2,FALSE,12,English,English Language Arts and Literacy,"Introduce a topic; organize complex ideas, concepts, and information so that each new element builds on that which precedes it to create a unified whole; include formatting (e.g., headings), graphics (e.g., figures, tables), and multimedia when useful to aiding comprehension."
CCSS.ELA-Literacy.W.11-12.2b,CCSS.ELA-Literacy.W.11-12.2,FALSE,11,English,English Language Arts and Literacy,"Develop the topic thoroughly by selecting the most significant and relevant facts, extended definitions, concrete details, quotations, or other information and examples appropriate to the audience&rsquo;s knowledge of the topic."
CCSS.ELA-Literacy.W.11-12.2b,CCSS.ELA-Literacy.W.11-12.2,FALSE,12,English,English Language Arts and Literacy,"Develop the topic thoroughly by selecting the most significant and relevant facts, extended definitions, concrete details, quotations, or other information and examples appropriate to the audience&rsquo;s knowledge of the topic."
CCSS.ELA-Literacy.W.11-12.2c,CCSS.ELA-Literacy.W.11-12.2,FALSE,11,English,English Language Arts and Literacy,"Use appropriate and varied transitions and syntax to link the major sections of the text, create cohesion, and clarify the relationships among complex ideas and concepts."
CCSS.ELA-Literacy.W.11-12.2c,CCSS.ELA-Literacy.W.11-12.2,FALSE,12,English,English Language Arts and Literacy,"Use appropriate and varied transitions and syntax to link the major sections of the text, create cohesion, and clarify the relationships among complex ideas and concepts."
CCSS.ELA-Literacy.W.11-12.2d,CCSS.ELA-Literacy.W.11-12.2,FALSE,11,English,English Language Arts and Literacy,"Use precise language, domain-specific vocabulary, and techniques such as metaphor, simile, and analogy to manage the complexity of the topic."
CCSS.ELA-Literacy.W.11-12.2d,CCSS.ELA-Literacy.W.11-12.2,FALSE,12,English,English Language Arts and Literacy,"Use precise language, domain-specific vocabulary, and techniques such as metaphor, simile, and analogy to manage the complexity of the topic."
CCSS.ELA-Literacy.W.11-12.2e,CCSS.ELA-Literacy.W.11-12.2,FALSE,11,English,English Language Arts and Literacy,Establish and maintain a formal style and objective tone while attending to the norms and conventions of the discipline in which they are writing.
CCSS.ELA-Literacy.W.11-12.2e,CCSS.ELA-Literacy.W.11-12.2,FALSE,12,English,English Language Arts and Literacy,Establish and maintain a formal style and objective tone while attending to the norms and conventions of the discipline in which they are writing.
CCSS.ELA-Literacy.W.11-12.2f,CCSS.ELA-Literacy.W.11-12.2,FALSE,11,English,English Language Arts and Literacy,"Provide a concluding statement or section that follows from and supports the information or explanation presented (e.g., articulating implications or the significance of the topic)."
CCSS.ELA-Literacy.W.11-12.2f,CCSS.ELA-Literacy.W.11-12.2,FALSE,12,English,English Language Arts and Literacy,"Provide a concluding statement or section that follows from and supports the information or explanation presented (e.g., articulating implications or the significance of the topic)."
CCSS.ELA-Literacy.W.11-12.3,,TRUE,11,English,English Language Arts and Literacy,"Write narratives to develop real or imagined experiences or events using effective technique, well-chosen details, and well-structured event sequences."
CCSS.ELA-Literacy.W.11-12.3,,TRUE,12,English,English Language Arts and Literacy,"Write narratives to develop real or imagined experiences or events using effective technique, well-chosen details, and well-structured event sequences."
CCSS.ELA-Literacy.W.11-12.3a,CCSS.ELA-Literacy.W.11-12.3,FALSE,11,English,English Language Arts and Literacy,"Engage and orient the reader by setting out a problem, situation, or observation and its significance, establishing one or multiple point(s) of view, and introducing a narrator and/or characters; create a smooth progression of experiences or events."
CCSS.ELA-Literacy.W.11-12.3a,CCSS.ELA-Literacy.W.11-12.3,FALSE,12,English,English Language Arts and Literacy,"Engage and orient the reader by setting out a problem, situation, or observation and its significance, establishing one or multiple point(s) of view, and introducing a narrator and/or characters; create a smooth progression of experiences or events."
CCSS.ELA-Literacy.W.11-12.3b,CCSS.ELA-Literacy.W.11-12.3,FALSE,11,English,English Language Arts and Literacy,"Use narrative techniques, such as dialogue, pacing, description, reflection, and multiple plot lines, to develop experiences, events, and/or characters."
CCSS.ELA-Literacy.W.11-12.3b,CCSS.ELA-Literacy.W.11-12.3,FALSE,12,English,English Language Arts and Literacy,"Use narrative techniques, such as dialogue, pacing, description, reflection, and multiple plot lines, to develop experiences, events, and/or characters."
CCSS.ELA-Literacy.W.11-12.3c,CCSS.ELA-Literacy.W.11-12.3,FALSE,11,English,English Language Arts and Literacy,"Use a variety of techniques to sequence events so that they build on one another to create a coherent whole and build toward a particular tone and outcome (e.g., a sense of mystery, suspense, growth, or resolution)."
CCSS.ELA-Literacy.W.11-12.3c,CCSS.ELA-Literacy.W.11-12.3,FALSE,12,English,English Language Arts and Literacy,"Use a variety of techniques to sequence events so that they build on one another to create a coherent whole and build toward a particular tone and outcome (e.g., a sense of mystery, suspense, growth, or resolution)."
CCSS.ELA-Literacy.W.11-12.3d,CCSS.ELA-Literacy.W.11-12.3,FALSE,11,English,English Language Arts and Literacy,"Use precise words and phrases, telling details, and sensory language to convey a vivid picture of the experiences, events, setting, and/or characters."
CCSS.ELA-Literacy.W.11-12.3d,CCSS.ELA-Literacy.W.11-12.3,FALSE,12,English,English Language Arts and Literacy,"Use precise words and phrases, telling details, and sensory language to convey a vivid picture of the experiences, events, setting, and/or characters."
CCSS.ELA-Literacy.W.11-12.3e,CCSS.ELA-Literacy.W.11-12.3,FALSE,11,English,English Language Arts and Literacy,"Provide a conclusion that follows from and reflects on what is experienced, observed, or resolved over the course of the narrative."
CCSS.ELA-Literacy.W.11-12.3e,CCSS.ELA-Literacy.W.11-12.3,FALSE,12,English,English Language Arts and Literacy,"Provide a conclusion that follows from and reflects on what is experienced, observed, or resolved over the course of the narrative."
CCSS.ELA-Literacy.W.11-12.4,,FALSE,11,English,English Language Arts and Literacy,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience. (Grade-specific expectations for writing types are defined in standards 1&ndash;3 above.)"
CCSS.ELA-Literacy.W.11-12.4,,FALSE,12,English,English Language Arts and Literacy,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience. (Grade-specific expectations for writing types are defined in standards 1&ndash;3 above.)"
CCSS.ELA-Literacy.W.11-12.5,,FALSE,11,English,English Language Arts and Literacy,"Develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on addressing what is most significant for a specific purpose and audience. (Editing for conventions should demonstrate command of Language standards 1â3 up to and including grades 11â12 here.)"
CCSS.ELA-Literacy.W.11-12.5,,FALSE,12,English,English Language Arts and Literacy,"Develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on addressing what is most significant for a specific purpose and audience. (Editing for conventions should demonstrate command of Language standards 1â3 up to and including grades 11â12 here.)"
CCSS.ELA-Literacy.W.11-12.6,,FALSE,11,English,English Language Arts and Literacy,"Use technology, including the Internet, to produce, publish, and update individual or shared writing products in response to ongoing feedback, including new arguments or information."
CCSS.ELA-Literacy.W.11-12.6,,FALSE,12,English,English Language Arts and Literacy,"Use technology, including the Internet, to produce, publish, and update individual or shared writing products in response to ongoing feedback, including new arguments or information."
CCSS.ELA-Literacy.W.11-12.7,,FALSE,11,English,English Language Arts and Literacy,"Conduct short as well as more sustained research projects to answer a question (including a self-generated question) or solve a problem; narrow or broaden the inquiry when appropriate; synthesize multiple sources on the subject, demonstrating understanding of the subject under investigation."
CCSS.ELA-Literacy.W.11-12.7,,FALSE,12,English,English Language Arts and Literacy,"Conduct short as well as more sustained research projects to answer a question (including a self-generated question) or solve a problem; narrow or broaden the inquiry when appropriate; synthesize multiple sources on the subject, demonstrating understanding of the subject under investigation."
CCSS.ELA-Literacy.W.11-12.8,,FALSE,11,English,English Language Arts and Literacy,"Gather relevant information from multiple authoritative print and digital sources, using advanced searches effectively; assess the strengths and limitations of each source in terms of the task, purpose, and audience; integrate information into the text selectively to maintain the flow of ideas, avoiding plagiarism and overreliance on any one source and following a standard format for citation."
CCSS.ELA-Literacy.W.11-12.8,,FALSE,12,English,English Language Arts and Literacy,"Gather relevant information from multiple authoritative print and digital sources, using advanced searches effectively; assess the strengths and limitations of each source in terms of the task, purpose, and audience; integrate information into the text selectively to maintain the flow of ideas, avoiding plagiarism and overreliance on any one source and following a standard format for citation."
CCSS.ELA-Literacy.W.11-12.9,,TRUE,11,English,English Language Arts and Literacy,"Draw evidence from literary or informational texts to support analysis, reflection, and research."
CCSS.ELA-Literacy.W.11-12.9,,TRUE,12,English,English Language Arts and Literacy,"Draw evidence from literary or informational texts to support analysis, reflection, and research."
CCSS.ELA-Literacy.W.11-12.9a,CCSS.ELA-Literacy.W.11-12.9,FALSE,11,English,English Language Arts and Literacy,"Apply grades 11&ndash;12 Reading standards to literature (e.g., &ldquo;Demonstrate knowledge of eighteenth-, nineteenth- and early-twentieth-century foundational works of American literature, including how two or more texts from the same period treat similar themes or topics&rdquo;)."
CCSS.ELA-Literacy.W.11-12.9a,CCSS.ELA-Literacy.W.11-12.9,FALSE,12,English,English Language Arts and Literacy,"Apply grades 11&ndash;12 Reading standards to literature (e.g., &ldquo;Demonstrate knowledge of eighteenth-, nineteenth- and early-twentieth-century foundational works of American literature, including how two or more texts from the same period treat similar themes or topics&rdquo;)."
CCSS.ELA-Literacy.W.11-12.9b,CCSS.ELA-Literacy.W.11-12.9,FALSE,11,English,English Language Arts and Literacy,"Apply grades 11&ndash;12 Reading standards to literary nonfiction (e.g., &ldquo;Delineate and evaluate the reasoning in seminal U.S. texts, including the application of constitutional principles and use of legal reasoning [e.g., in U.S. Supreme Court Case majority opinions and dissents] and the premises, purposes, and arguments in works of public advocacy [e.g., The Federalist, presidential addresses]&rdquo;)."
CCSS.ELA-Literacy.W.11-12.9b,CCSS.ELA-Literacy.W.11-12.9,FALSE,12,English,English Language Arts and Literacy,"Apply grades 11&ndash;12 Reading standards to literary nonfiction (e.g., &ldquo;Delineate and evaluate the reasoning in seminal U.S. texts, including the application of constitutional principles and use of legal reasoning [e.g., in U.S. Supreme Court Case majority opinions and dissents] and the premises, purposes, and arguments in works of public advocacy [e.g., The Federalist, presidential addresses]&rdquo;)."
CCSS.ELA-Literacy.W.11-12.10,,FALSE,11,English,English Language Arts and Literacy,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of tasks, purposes, and audiences."
CCSS.ELA-Literacy.W.11-12.10,,FALSE,12,English,English Language Arts and Literacy,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of tasks, purposes, and audiences."
CCSS.ELA-Literacy.SL.K.1,,TRUE,K,English,English Language Arts and Literacy,Participate in collaborative conversations with diverse partners about kindergarten topics and texts with peers and adults in small and larger groups.
CCSS.ELA-Literacy.SL.K.1a,CCSS.ELA-Literacy.SL.K.1,FALSE,K,English,English Language Arts and Literacy,"Follow agreed-upon rules for discussions (e.g., listening to others and taking turns speaking about the topics and texts under discussion)."
CCSS.ELA-Literacy.SL.K.1b,CCSS.ELA-Literacy.SL.K.1,FALSE,K,English,English Language Arts and Literacy,Continue a conversation through multiple exchanges.
CCSS.ELA-Literacy.SL.K.2,,FALSE,K,English,English Language Arts and Literacy,Confirm understanding of a text read aloud or information presented orally or through other media by asking and answering questions about key details and requesting clarification if something is not understood.
CCSS.ELA-Literacy.SL.K.3,,FALSE,K,English,English Language Arts and Literacy,"Ask and answer questions in order to seek help, get information, or clarify something that is not understood."
CCSS.ELA-Literacy.SL.K.4,,FALSE,K,English,English Language Arts and Literacy,"Describe familiar people, places, things, and events and, with prompting and support, provide additional detail."
CCSS.ELA-Literacy.SL.K.5,,FALSE,K,English,English Language Arts and Literacy,Add drawings or other visual displays to descriptions as desired to provide additional detail.
CCSS.ELA-Literacy.SL.K.6,,FALSE,K,English,English Language Arts and Literacy,"Speak audibly and express thoughts, feelings, and ideas clearly."
CCSS.ELA-Literacy.SL.1.1,,TRUE,1,English,English Language Arts and Literacy,Participate in collaborative conversations with diverse partners about grade 1 topics and texts with peers and adults in small and larger groups.
CCSS.ELA-Literacy.SL.1.1a,CCSS.ELA-Literacy.SL.1.1,FALSE,1,English,English Language Arts and Literacy,"Follow agreed-upon rules for discussions (e.g., listening to others with care, speaking one at a time about the topics and texts under discussion)."
CCSS.ELA-Literacy.SL.1.1b,CCSS.ELA-Literacy.SL.1.1,FALSE,1,English,English Language Arts and Literacy,Build on others&rsquo; talk in conversations by responding to the comments of others through multiple exchanges.
CCSS.ELA-Literacy.SL.1.1c,CCSS.ELA-Literacy.SL.1.1,FALSE,1,English,English Language Arts and Literacy,Ask questions to clear up any confusion about the topics and texts under discussion.
CCSS.ELA-Literacy.SL.1.2,,FALSE,1,English,English Language Arts and Literacy,Ask and answer questions about key details in a text read aloud or information presented orally or through other media.
CCSS.ELA-Literacy.SL.1.3,,FALSE,1,English,English Language Arts and Literacy,Ask and answer questions about what a speaker says in order to gather additional information or clarify something that is not understood.
CCSS.ELA-Literacy.SL.1.4,,FALSE,1,English,English Language Arts and Literacy,"Describe people, places, things, and events with relevant details, expressing ideas and feelings clearly."
CCSS.ELA-Literacy.SL.1.5,,FALSE,1,English,English Language Arts and Literacy,"Add drawings or other visual displays to descriptions when appropriate to clarify ideas, thoughts, and feelings."
CCSS.ELA-Literacy.SL.1.6,,FALSE,1,English,English Language Arts and Literacy,Produce complete sentences when appropriate to task and situation. (See grade 1 Language standards 1 and 3 here for specific expectations.)
CCSS.ELA-Literacy.SL.2.1,,TRUE,2,English,English Language Arts and Literacy,Participate in collaborative conversations with diverse partners about grade 2 topics and texts with peers and adults in small and larger groups.
CCSS.ELA-Literacy.SL.2.1a,CCSS.ELA-Literacy.SL.2.1,FALSE,2,English,English Language Arts and Literacy,"Follow agreed-upon rules for discussions (e.g., gaining the floor in respectful ways, listening to others with care, speaking one at a time about the topics and texts under discussion)."
CCSS.ELA-Literacy.SL.2.1b,CCSS.ELA-Literacy.SL.2.1,FALSE,2,English,English Language Arts and Literacy,Build on others&rsquo; talk in conversations by linking their comments to the remarks of others.
CCSS.ELA-Literacy.SL.2.1c,CCSS.ELA-Literacy.SL.2.1,FALSE,2,English,English Language Arts and Literacy,Ask for clarification and further explanation as needed about the topics and texts under discussion.
CCSS.ELA-Literacy.SL.2.2,,FALSE,2,English,English Language Arts and Literacy,Recount or describe key ideas or details from a text read aloud or information presented orally or through other media.
CCSS.ELA-Literacy.SL.2.3,,FALSE,2,English,English Language Arts and Literacy,"Ask and answer questions about what a speaker says in order to clarify comprehension, gather additional information, or deepen understanding of a topic or issue."
CCSS.ELA-Literacy.SL.2.4,,FALSE,2,English,English Language Arts and Literacy,"Tell a story or recount an experience with appropriate facts and relevant, descriptive details, speaking audibly in coherent sentences."
CCSS.ELA-Literacy.SL.2.5,,FALSE,2,English,English Language Arts and Literacy,"Create audio recordings of stories or poems; add drawings or other visual displays to stories or recounts of experiences when appropriate to clarify ideas, thoughts, and feelings."
CCSS.ELA-Literacy.SL.2.6,,FALSE,2,English,English Language Arts and Literacy,Produce complete sentences when appropriate to task and situation in order to provide requested detail or clarification. (See grade 2 Language standards 1 and 3 here for specific expectations.)
CCSS.ELA-Literacy.SL.3.1,,TRUE,3,English,English Language Arts and Literacy,"Engage effectively in a range of collaborative discussions (one-on-one, in groups, and teacher-led) with diverse partners on grade 3 topics and texts, building on others&rsquo; ideas and expressing their own clearly."
CCSS.ELA-Literacy.SL.3.1a,CCSS.ELA-Literacy.SL.3.1,FALSE,3,English,English Language Arts and Literacy,"Come to discussions prepared, having read or studied required material; explicitly draw on that preparation and other information known about the topic to explore ideas under discussion."
CCSS.ELA-Literacy.SL.3.1b,CCSS.ELA-Literacy.SL.3.1,FALSE,3,English,English Language Arts and Literacy,"Follow agreed-upon rules for discussions (e.g., gaining the floor in respectful ways, listening to others with care, speaking one at a time about the topics and texts under discussion)."
CCSS.ELA-Literacy.SL.3.1c,CCSS.ELA-Literacy.SL.3.1,FALSE,3,English,English Language Arts and Literacy,"Ask questions to check understanding of information presented, stay on topic, and link their comments to the remarks of others."
CCSS.ELA-Literacy.SL.3.1d,CCSS.ELA-Literacy.SL.3.1,FALSE,3,English,English Language Arts and Literacy,Explain their own ideas and understanding in light of the discussion.
CCSS.ELA-Literacy.SL.3.2,,FALSE,3,English,English Language Arts and Literacy,"Determine the main ideas and supporting details of a text read aloud or information presented in diverse media and formats, including visually, quantitatively, and orally."
CCSS.ELA-Literacy.SL.3.3,,FALSE,3,English,English Language Arts and Literacy,"Ask and answer questions about information from a speaker, offering appropriate elaboration and detail."
CCSS.ELA-Literacy.SL.3.4,,FALSE,3,English,English Language Arts and Literacy,"Report on a topic or text, tell a story, or recount an experience with appropriate facts and relevant, descriptive details, speaking clearly at an understandable pace."
CCSS.ELA-Literacy.SL.3.5,,FALSE,3,English,English Language Arts and Literacy,Create engaging audio recordings of stories or poems that demonstrate fluid reading at an understandable pace; add visual displays when appropriate to emphasize or enhance certain facts or details.
CCSS.ELA-Literacy.SL.3.6,,FALSE,3,English,English Language Arts and Literacy,Speak in complete sentences when appropriate to task and situation in order to provide requested detail or clarification. (See grade 3 Language standards 1 and 3 here for specific expectations.)
CCSS.ELA-Literacy.SL.4.1,,TRUE,4,English,English Language Arts and Literacy,"Engage effectively in a range of collaborative discussions (one-on-one, in groups, and teacher-led) with diverse partners on grade 4 topics and texts, building on othersâ ideas and expressing their own clearly."
CCSS.ELA-Literacy.SL.4.1a,CCSS.ELA-Literacy.SL.4.1,FALSE,4,English,English Language Arts and Literacy,"Come to discussions prepared, having read or studied required material; explicitly draw on that preparation and other information known about the topic to explore ideas under discussion."
CCSS.ELA-Literacy.SL.4.1b,CCSS.ELA-Literacy.SL.4.1,FALSE,4,English,English Language Arts and Literacy,Follow agreed-upon rules for discussions and carry out assigned roles.
