StatementCode,Parent Standard,Is Parent Standard,Grade,Subject,Sub-Subject,Standard Type,Statement,Column2,Column3,Column4,Column5,Column6,Column7,Column8
CCSS.Math.Content.6.NS.C.7b,CCSS.Math.Content.6.NS.C.7,FALSE,6,Mathematics,Mathematics,Common Core,"Write, interpret, and explain statements of order for rational numbers in real-world contexts. For example, write &ndash;3 oC &gt; &ndash;7 oC to express the fact that &ndash;3 oC is warmer than &ndash;7 oC. ",,,,,,,
CCSS.Math.Content.6.NS.C.7c,CCSS.Math.Content.6.NS.C.7,FALSE,6,Mathematics,Mathematics,Common Core,"Understand the absolute value of a rational number as its distance from 0 on the number line; interpret absolute value as magnitude for a positive or negative quantity in a real-world situation. For example, for an account balance of Common Core dollars, write ", = 30 to describe the size of the debt in dollars.,,,,,,
CCSS.Math.Content.6.NS.C.7d,CCSS.Math.Content.6.NS.C.7,FALSE,6,Mathematics,Mathematics,Common Core,"Distinguish comparisons of absolute value from statements about order. For example, recognize that an account balance less than Common Core dollars represents a debt greater than 30 dollars.",,,,,,,
CCSS.Math.Content.6.NS.C.8,,FALSE,6,Mathematics,Mathematics,Common Core,Solve real-world and mathematical problems by graphing points in all four quadrants of the coordinate plane. Include use of coordinates and absolute value to find distances between points with the same first coordinate or the same second coordinate.,,,,,,,
CCSS.Math.Content.6.EE.A.1,,FALSE,6,Mathematics,Mathematics,Common Core,Write and evaluate numerical expressions involving whole-number exponents.,,,,,,,
CCSS.Math.Content.6.EE.A.2,,TRUE,6,Mathematics,Mathematics,Common Core,"Write, read, and evaluate expressions in which letters stand for numbers.",,,,,,,
CCSS.Math.Content.6.EE.A.2a,CCSS.Math.Content.6.EE.A.2,FALSE,6,Mathematics,Mathematics,Common Core,"Write expressions that record operations with numbers and with letters standing for numbers. For example, express the calculation &ldquo;Subtract y from 5&rdquo; as 5 &ndash; y.",,,,,,,
CCSS.Math.Content.6.EE.A.2b,CCSS.Math.Content.6.EE.A.2,FALSE,6,Mathematics,Mathematics,Common Core,"Identify parts of an expression using mathematical terms (sum, term, product, factor, quotient, coefficient); view one or more parts of an expression as a single entity. For example, describe the expression 2 (8 + 7) as a product of two factors; view (8 + 7) as both a single entity and a sum of two terms.",,,,,,,
CCSS.Math.Content.6.EE.A.2c,CCSS.Math.Content.6.EE.A.2,FALSE,6,Mathematics,Mathematics,Common Core,"Evaluate expressions at specific values of their variables. Include expressions that arise from formulas used in real-world problems. Perform arithmetic operations, including those involving whole-number exponents, in the conventional order when there are no parentheses to specify a particular order (Order of Operations). For example, use the formulas V = s3 and A = 6 s2 to find the volume and surface area of a cube with sides of length s = 1/2.",,,,,,,
CCSS.Math.Content.6.EE.A.3,,FALSE,6,Mathematics,Mathematics,Common Core,"Apply the properties of operations to generate equivalent expressions. For example, apply the distributive property to the expression 3 (2 + x) to produce the equivalent expression 6 + 3x; apply the distributive property to the expression 24x + 18y to produce the equivalent expression 6 (4x + 3y); apply properties of operations to y + y + y to produce the equivalent expression 3y.",,,,,,,
CCSS.Math.Content.6.EE.A.4,,FALSE,6,Mathematics,Mathematics,Common Core,"Identify when two expressions are equivalent (i.e., when the two expressions name the same number regardless of which value is substituted into them). For example, the expressions y + y + y and 3y are equivalent because they name the same number regardless of which number y stands for..",,,,,,,
CCSS.Math.Content.6.EE.B.5,,FALSE,6,Mathematics,Mathematics,Common Core,"Understand solving an equation or inequality as a process of answering a question: which values from a specified set, if any, make the equation or inequality true? Use substitution to determine whether a given number in a specified set makes an equation or inequality true.",,,,,,,
CCSS.Math.Content.6.EE.B.6,,FALSE,6,Mathematics,Mathematics,Common Core,"Use variables to represent numbers and write expressions when solving a real-world or mathematical problem; understand that a variable can represent an unknown number, or, depending on the purpose at hand, any number in a specified set.",,,,,,,
CCSS.Math.Content.6.EE.B.7,,FALSE,6,Mathematics,Mathematics,Common Core,"Solve real-world and mathematical problems by writing and solving equations of the form x + p = q and px = q for cases in which p, q and x are all nonnegative rational numbers.",,,,,,,
CCSS.Math.Content.6.EE.B.8,,FALSE,6,Mathematics,Mathematics,Common Core,Write an inequality of the form x &gt; c or x &lt; c to represent a constraint or condition in a real-world or mathematical problem. Recognize that inequalities of the form x &gt; c or x &lt; c have infinitely many solutions; represent solutions of such inequalities on number line diagrams.,,,,,,,
CCSS.Math.Content.6.EE.C.9,,FALSE,6,Mathematics,Mathematics,Common Core,"Use variables to represent two quantities in a real-world problem that change in relationship to one another; write an equation to express one quantity, thought of as the dependent variable, in terms of the other quantity, thought of as the independent variable. Analyze the relationship between the dependent and independent variables using graphs and tables, and relate these to the equation. For example, in a problem involving motion at constant speed, list and graph ordered pairs of distances and times, and write the equation d = 65t to represent the relationship between distance and time.",,,,,,,
CCSS.Math.Content.6.G.A.1,,FALSE,6,Mathematics,Mathematics,Common Core,"Find the area of right triangles, other triangles, special quadrilaterals, and polygons by composing into rectangles or decomposing into triangles and other shapes; apply these techniques in the context of solving real-world and mathematical problems.",,,,,,,
CCSS.Math.Content.6.G.A.2,,FALSE,6,Mathematics,Mathematics,Common Core,"Find the volume of a right rectangular prism with fractional edge lengths by packing it with unit cubes of the appropriate unit fraction edge lengths, and show that the volume is the same as would be found by multiplying the edge lengths of the prism. Apply the formulas V = l w h and V = b h to find volumes of right rectangular prisms with fractional edge lengths in the context of solving real-world and mathematical problems.",,,,,,,
CCSS.Math.Content.6.G.A.3,,FALSE,6,Mathematics,Mathematics,Common Core,Draw polygons in the coordinate plane given coordinates for the vertices; use coordinates to find the length of a side joining points with the same first coordinate or the same second coordinate. Apply these techniques in the context of solving real-world and mathematical problems.,,,,,,,
CCSS.Math.Content.6.G.A.4,,FALSE,6,Mathematics,Mathematics,Common Core,"Represent three-dimensional figures using nets made up of rectangles and triangles, and use the nets to find the surface area of these figures. Apply these techniques in the context of solving real-world and mathematical problems.",,,,,,,
CCSS.Math.Content.6.SP.A.1,,FALSE,6,Mathematics,Mathematics,Common Core,"Recognize a statistical question as one that anticipates variability in the data related to the question and accounts for it in the answers. For example, &ldquo;How old am I?&rdquo; is not a statistical question, but &ldquo;How old are the students in my school?&rdquo; is a statistical question because one anticipates variability in students&rsquo; ages.",,,,,,,
CCSS.Math.Content.6.SP.A.2,,FALSE,6,Mathematics,Mathematics,Common Core,"Understand that a set of data collected to answer a statistical question has a distribution which can be described by its center, spread, and overall shape.",,,,,,,
CCSS.Math.Content.6.SP.A.3,,FALSE,6,Mathematics,Mathematics,Common Core,"Recognize that a measure of center for a numerical data set summarizes all of its values with a single number, while a measure of variation describes how its values vary with a single number.",,,,,,,
CCSS.Math.Content.6.SP.B.4,,FALSE,6,Mathematics,Mathematics,Common Core,"Display numerical data in plots on a number line, including dot plots, histograms, and box plots.",,,,,,,
CCSS.Math.Content.6.SP.B.5,,TRUE,6,Mathematics,Mathematics,Common Core,"Summarize numerical data sets in relation to their context, such as by:",,,,,,,
CCSS.Math.Content.6.SP.B.5a,CCSS.Math.Content.6.SP.B.5,FALSE,6,Mathematics,Mathematics,Common Core,Reporting the number of observations.,,,,,,,
CCSS.Math.Content.6.SP.B.5b,CCSS.Math.Content.6.SP.B.5,FALSE,6,Mathematics,Mathematics,Common Core,"Describing the nature of the attribute under investigation, including how it was measured and its units of measurement.",,,,,,,
CCSS.Math.Content.6.SP.B.5c,CCSS.Math.Content.6.SP.B.5,FALSE,6,Mathematics,Mathematics,Common Core,"Giving quantitative measures of center (median and/or mean) and variability (interquartile range and/or mean absolute deviation), as well as describing any overall pattern and any striking deviations from the overall pattern with reference to the context in which the data were gathered.",,,,,,,
CCSS.Math.Content.6.SP.B.5d,CCSS.Math.Content.6.SP.B.5,FALSE,6,Mathematics,Mathematics,Common Core,Relating the choice of measures of center and variability to the shape of the data distribution and the context in which the data were gathered.,,,,,,,
CCSS.Math.Content.7.RP.A.1,,FALSE,7,Mathematics,Mathematics,Common Core,"Compute unit rates associated with ratios of fractions, including ratios of lengths, areas and other quantities measured in like or different units. For example, if a person walks 1/2 mile in each 1/4 hour, compute the unit rate as the complex fraction 1/2/1/4 miles per hour, equivalently 2 miles per hour.",,,,,,,
CCSS.Math.Content.7.RP.A.2,,TRUE,7,Mathematics,Mathematics,Common Core,Recognize and represent proportional relationships between quantities.,,,,,,,
CCSS.Math.Content.7.RP.A.2a,CCSS.Math.Content.7.RP.A.2,FALSE,7,Mathematics,Mathematics,Common Core,"Decide whether two quantities are in a proportional relationship, e.g., by testing for equivalent ratios in a table or graphing on a coordinate plane and observing whether the graph is a straight line through the origin.",,,,,,,
CCSS.Math.Content.7.RP.A.2b,CCSS.Math.Content.7.RP.A.2,FALSE,7,Mathematics,Mathematics,Common Core,"Identify the constant of proportionality (unit rate) in tables, graphs, equations, diagrams, and verbal descriptions of proportional relationships.",,,,,,,
CCSS.Math.Content.7.RP.A.2c,CCSS.Math.Content.7.RP.A.2,FALSE,7,Mathematics,Mathematics,Common Core,"Represent proportional relationships by equations. For example, if total cost t is proportional to the number n of items purchased at a constant price p, the relationship between the total cost and the number of items can be expressed as t = pn.",,,,,,,
CCSS.Math.Content.7.RP.A.2d,CCSS.Math.Content.7.RP.A.2,FALSE,7,Mathematics,Mathematics,Common Core,"Explain what a point (x, y) on the graph of a proportional relationship means in terms of the situation, with special attention to the points (0, 0) and (1, r) where r is the unit rate.",,,,,,,
CCSS.Math.Content.7.RP.A.3,,FALSE,7,Mathematics,Mathematics,Common Core,"Use proportional relationships to solve multistep ratio and percent problems. Examples: simple interest, tax, markups and markdowns, gratuities and commissions, fees, percent increase and decrease, percent error.",,,,,,,
CCSS.Math.Content.7.NS.A.1,,TRUE,7,Mathematics,Mathematics,Common Core,Apply and extend previous understandings of addition and subtraction to add and subtract rational numbers; represent addition and subtraction on a horizontal or vertical number line diagram.,,,,,,,
CCSS.Math.Content.7.NS.A.1a,CCSS.Math.Content.7.NS.A.1,FALSE,7,Mathematics,Mathematics,Common Core,"Describe situations in which opposite quantities combine to make 0. For example, a hydrogen atom has 0 charge because its two constituents are oppositely charged.",,,,,,,
CCSS.Math.Content.7.NS.A.1b,CCSS.Math.Content.7.NS.A.1,FALSE,7,Mathematics,Mathematics,q,Understand p + q as the number located a distance ," from p, in the positive or negative direction depending on whether q is positive or negative. Show that a number and its opposite have a sum of 0 (are additive inverses). Interpret sums of rational numbers by describing real-world contexts.",,,,,,
CCSS.Math.Content.7.NS.A.1c,CCSS.Math.Content.7.NS.A.1,FALSE,7,Mathematics,Mathematics,q,"Understand subtraction of rational numbers as adding the additive inverse, p &ndash; q = p + (&ndash;q). Show that the distance between two rational numbers on the number line is the absolute value of their difference, and apply this principle in real-world contexts.",,,,,,,
CCSS.Math.Content.7.NS.A.1d,CCSS.Math.Content.7.NS.A.1,FALSE,7,Mathematics,Mathematics,q,Apply properties of operations as strategies to add and subtract rational numbers.,,,,,,,
CCSS.Math.Content.7.NS.A.2,,TRUE,7,Mathematics,Mathematics,q,Apply and extend previous understandings of multiplication and division and of fractions to multiply and divide rational numbers.,,,,,,,
CCSS.Math.Content.7.NS.A.2a,CCSS.Math.Content.7.NS.A.2,FALSE,7,Mathematics,Mathematics,q,"Understand that multiplication is extended from fractions to rational numbers by requiring that operations continue to satisfy the properties of operations, particularly the distributive property, leading to products such as (&ndash;1)(&ndash;1) = 1 and the rules for multiplying signed numbers. Interpret products of rational numbers by describing real-world contexts.",,,,,,,
CCSS.Math.Content.7.NS.A.2b,CCSS.Math.Content.7.NS.A.2,FALSE,7,Mathematics,Mathematics,q,"Understand that integers can be divided, provided that the divisor is not zero, and every quotient of integers (with non-zero divisor) is a rational number. If p and q are integers, then &ndash;(p/q) = (&ndash;p)/q = p/(&ndash;q). Interpret quotients of rational numbers by describing real-world contexts.",,,,,,,
CCSS.Math.Content.7.NS.A.2c,CCSS.Math.Content.7.NS.A.2,FALSE,7,Mathematics,Mathematics,q,Apply properties of operations as strategies to multiply and divide rational numbers.,,,,,,,
CCSS.Math.Content.7.NS.A.2d,CCSS.Math.Content.7.NS.A.2,FALSE,7,Mathematics,Mathematics,q,Convert a rational number to a decimal using long division; know that the decimal form of a rational number terminates in 0s or eventually repeats.,,,,,,,
CCSS.Math.Content.7.NS.A.3,,FALSE,7,Mathematics,Mathematics,q,Solve real-world and mathematical problems involving the four operations with rational numbers.1,,,,,,,
CCSS.Math.Content.7.EE.A.1,,FALSE,7,Mathematics,Mathematics,q,"Apply properties of operations as strategies to add, subtract, factor, and expand linear expressions with rational coefficients.",,,,,,,
CCSS.Math.Content.7.EE.A.2,,FALSE,7,Mathematics,Mathematics,q,"Understand that rewriting an expression in different forms in a problem context can shed light on the problem and how the quantities in it are related. For example, a + 0.05a = 1.05a means that &ldquo;increase by 5%&rdquo; is the same as &ldquo;multiply by 1.05.&rdquo;",,,,,,,
CCSS.Math.Content.7.EE.B.3,,FALSE,7,Mathematics,Mathematics,q,"Solve multi-step real-life and mathematical problems posed with positive and negative rational numbers in any form (whole numbers, fractions, and decimals), using tools strategically. Apply properties of operations to calculate with numbers in any form; convert between forms as appropriate; and assess the reasonableness of answers using mental computation and estimation strategies. For example: If a woman making $25 an hour gets a 10% raise, she will make an additional 1/10 of her salary an hour, or $2.50, for a new salary of $27.50. If you want to place a towel bar 9 3/4 inches long in the center of a door that is 27 1/2 inches wide, you will need to place the bar about 9 inches from each edge; this estimate can be used as a check on the exact computation. ",,,,,,,
CCSS.Math.Content.7.EE.B.4,,TRUE,7,Mathematics,Mathematics,q,"Use variables to represent quantities in a real-world or mathematical problem, and construct simple equations and inequalities to solve problems by reasoning about the quantities.",,,,,,,
CCSS.Math.Content.7.EE.B.4a,CCSS.Math.Content.7.EE.B.4,FALSE,7,Mathematics,Mathematics,q,"Solve word problems leading to equations of the form px + q = r and p(x + q) = r, where p, q, and r are specific rational numbers. Solve equations of these forms fluently. Compare an algebraic solution to an arithmetic solution, identifying the sequence of the operations used in each approach. For example, the perimeter of a rectangle is 54 cm. Its length is 6 cm. What is its width?",,,,,,,
CCSS.Math.Content.7.EE.B.4b,CCSS.Math.Content.7.EE.B.4,FALSE,7,Mathematics,Mathematics,q,"Solve word problems leading to inequalities of the form px + q &gt; r or px + q &lt; r, where p, q, and r are specific rational numbers. Graph the solution set of the inequality and interpret it in the context of the problem. For example: As a salesperson, you are paid $50 per week plus $3 per sale. This week you want your pay to be at least $100. Write an inequality for the number of sales you need to make, and describe the solutions.",,,,,,,
CCSS.Math.Content.7.G.A.1,,FALSE,7,Mathematics,Mathematics,q,"Solve problems involving scale drawings of geometric figures, including computing actual lengths and areas from a scale drawing and reproducing a scale drawing at a different scale.",,,,,,,
CCSS.Math.Content.7.G.A.2,,FALSE,7,Mathematics,Mathematics,q,"Draw (freehand, with ruler and protractor, and with technology) geometric shapes with given conditions. Focus on constructing triangles from three measures of angles or sides, noticing when the conditions determine a unique triangle, more than one triangle, or no triangle.",,,,,,,
CCSS.Math.Content.7.G.A.3,,FALSE,7,Mathematics,Mathematics,q,"Describe the two-dimensional figures that result from slicing three-dimensional figures, as in plane sections of right rectangular prisms and right rectangular pyramids.",,,,,,,
CCSS.Math.Content.7.G.B.4,,FALSE,7,Mathematics,Mathematics,q,Know the formulas for the area and circumference of a circle and use them to solve problems; give an informal derivation of the relationship between the circumference and area of a circle.,,,,,,,
CCSS.Math.Content.7.G.B.5,,FALSE,7,Mathematics,Mathematics,q,"Use facts about supplementary, complementary, vertical, and adjacent angles in a multi-step problem to write and solve simple equations for an unknown angle in a figure.",,,,,,,
CCSS.Math.Content.7.G.B.6,,FALSE,7,Mathematics,Mathematics,q,"Solve real-world and mathematical problems involving area, volume and surface area of two- and three-dimensional objects composed of triangles, quadrilaterals, polygons, cubes, and right prisms.",,,,,,,
CCSS.Math.Content.7.SP.A.1,,FALSE,7,Mathematics,Mathematics,q,Understand that statistics can be used to gain information about a population by examining a sample of the population; generalizations about a population from a sample are valid only if the sample is representative of that population. Understand that random sampling tends to produce representative samples and support valid inferences.,,,,,,,
CCSS.Math.Content.7.SP.A.2,,FALSE,7,Mathematics,Mathematics,q,"Use data from a random sample to draw inferences about a population with an unknown characteristic of interest. Generate multiple samples (or simulated samples) of the same size to gauge the variation in estimates or predictions. For example, estimate the mean word length in a book by randomly sampling words from the book; predict the winner of a school election based on randomly sampled survey data. Gauge how far off the estimate or prediction might be.",,,,,,,
CCSS.Math.Content.7.SP.B.3,,FALSE,7,Mathematics,Mathematics,q,"Informally assess the degree of visual overlap of two numerical data distributions with similar variabilities, measuring the difference between the centers by expressing it as a multiple of a measure of variability. For example, the mean height of players on the basketball team is 10 cm greater than the mean height of players on the soccer team, about twice the variability (mean absolute deviation) on either team; on a dot plot, the separation between the two distributions of heights is noticeable.",,,,,,,
CCSS.Math.Content.7.SP.B.4,,FALSE,7,Mathematics,Mathematics,q,"Use measures of center and measures of variability for numerical data from random samples to draw informal comparative inferences about two populations. For example, decide whether the words in a chapter of a seventh-grade science book are generally longer than the words in a chapter of a fourth-grade science book.",,,,,,,
CCSS.Math.Content.7.SP.C.5,,FALSE,7,Mathematics,Mathematics,q,"Understand that the probability of a chance event is a number between 0 and 1 that expresses the likelihood of the event occurring. Larger numbers indicate greater likelihood. A probability near 0 indicates an unlikely event, a probability around 1/2 indicates an event that is neither unlikely nor likely, and a probability near 1 indicates a likely event.",,,,,,,
CCSS.Math.Content.7.SP.C.6,,FALSE,7,Mathematics,Mathematics,q,"Approximate the probability of a chance event by collecting data on the chance process that produces it and observing its long-run relative frequency, and predict the approximate relative frequency given the probability. For example, when rolling a number cube 600 times, predict that a 3 or 6 would be rolled roughly 200 times, but probably not exactly 200 times.",,,,,,,
CCSS.Math.Content.7.SP.C.7,,TRUE,7,Mathematics,Mathematics,q,"Develop a probability model and use it to find probabilities of events. Compare probabilities from a model to observed frequencies; if the agreement is not good, explain possible sources of the discrepancy.",,,,,,,
CCSS.Math.Content.7.SP.C.7a,CCSS.Math.Content.7.SP.C.7,FALSE,7,Mathematics,Mathematics,q,"Develop a uniform probability model by assigning equal probability to all outcomes, and use the model to determine probabilities of events. For example, if a student is selected at random from a class, find the probability that Jane will be selected and the probability that a girl will be selected.",,,,,,,
CCSS.Math.Content.7.SP.C.7b,CCSS.Math.Content.7.SP.C.7,FALSE,7,Mathematics,Mathematics,q,"Develop a probability model (which may not be uniform) by observing frequencies in data generated from a chance process. For example, find the approximate probability that a spinning penny will land heads up or that a tossed paper cup will land open-end down. Do the outcomes for the spinning penny appear to be equally likely based on the observed frequencies?",,,,,,,
CCSS.Math.Content.7.SP.C.8,,TRUE,7,Mathematics,Mathematics,q,"Find probabilities of compound events using organized lists, tables, tree diagrams, and simulation.",,,,,,,
CCSS.Math.Content.7.SP.C.8a,CCSS.Math.Content.7.SP.C.8,FALSE,7,Mathematics,Mathematics,q,"Understand that, just as with simple events, the probability of a compound event is the fraction of outcomes in the sample space for which the compound event occurs.",,,,,,,
CCSS.Math.Content.7.SP.C.8b,CCSS.Math.Content.7.SP.C.8,FALSE,7,Mathematics,Mathematics,q,"Represent sample spaces for compound events using methods such as organized lists, tables and tree diagrams. For an event described in everyday language (e.g., &ldquo;rolling double sixes&rdquo;), identify the outcomes in the sample space which compose the event.",,,,,,,
CCSS.Math.Content.7.SP.C.8c,CCSS.Math.Content.7.SP.C.8,FALSE,7,Mathematics,Mathematics,q,"Design and use a simulation to generate frequencies for compound events. For example, use random digits as a simulation tool to approximate the answer to the question: If 40% of donors have type A blood, what is the probability that it will take at least 4 donors to find one with type A blood?",,,,,,,
CCSS.Math.Content.8.NS.A.1,,FALSE,8,Mathematics,Mathematics,q,"Know that numbers that are not rational are called irrational. Understand informally that every number has a decimal expansion; for rational numbers show that the decimal expansion repeats eventually, and convert a decimal expansion which repeats eventually into a rational number.",,,,,,,
CCSS.Math.Content.8.NS.A.2,,FALSE,8,Mathematics,Mathematics,q,"Use rational approximations of irrational numbers to compare the size of irrational numbers, locate them approximately on a number line diagram, and estimate the value of expressions (e.g., &pi;2). For example, by truncating the decimal expansion of &radic;2, show that &radic;2 is between 1 and 2, then between 1.4 and 1.5, and explain how to continue on to get better approximations.",,,,,,,
CCSS.Math.Content.8.EE.A.1,,FALSE,8,Mathematics,Mathematics,q,"Know and apply the properties of integer exponents to generate equivalent numerical expressions. For example, 32&nbsp;&times;&nbsp;3&ndash;5 = 3&ndash;3 = 1/33 = 1/27.",,,,,,,
CCSS.Math.Content.8.EE.A.2,,FALSE,8,Mathematics,Mathematics,q,"Use square root and cube root symbols to represent solutions to equations of the form x2 = p and x3 = p, where p is a positive rational number. Evaluate square roots of small perfect squares and cube roots of small perfect cubes. Know that &radic;2 is irrational.",,,,,,,
CCSS.Math.Content.8.EE.A.3,,FALSE,8,Mathematics,Mathematics,q,"Use numbers expressed in the form of a single digit times an integer power of 10 to estimate very large or very small quantities, and to express how many times as much one is than the other. For example, estimate the population of the United States as 3 times 108 and the population of the world as 7 times 109, and determine that the world population is more than 20 times larger.",,,,,,,
CCSS.Math.Content.8.EE.A.4,,FALSE,8,Mathematics,Mathematics,q,"Perform operations with numbers expressed in scientific notation, including problems where both decimal and scientific notation are used. Use scientific notation and choose units of appropriate size for measurements of very large or very small quantities (e.g., use millimeters per year for seafloor spreading). Interpret scientific notation that has been generated by technology",,,,,,,
CCSS.Math.Content.8.EE.B.5,,FALSE,8,Mathematics,Mathematics,q,"Graph proportional relationships, interpreting the unit rate as the slope of the graph. Compare two different proportional relationships represented in different ways. For example, compare a distance-time graph to a distance-time equation to determine which of two moving objects has greater speed.",,,,,,,
CCSS.Math.Content.8.EE.B.6,,FALSE,8,Mathematics,Mathematics,q,Use similar triangles to explain why the slope m is the same between any two distinct points on a non-vertical line in the coordinate plane; derive the equation y = mx for a line through the origin and the equation y = mx + b for a line intercepting the vertical axis at b.,,,,,,,
CCSS.Math.Content.8.EE.C.7,,TRUE,8,Mathematics,Mathematics,q,Solve linear equations in one variable.,,,,,,,
CCSS.Math.Content.8.EE.C.7a,CCSS.Math.Content.8.EE.C.7,FALSE,8,Mathematics,Mathematics,q,"Give examples of linear equations in one variable with one solution, infinitely many solutions, or no solutions. Show which of these possibilities is the case by successively transforming the given equation into simpler forms, until an equivalent equation of the form x = a, a = a, or a = b results (where a and b are different numbers).",,,,,,,
CCSS.Math.Content.8.EE.C.7b,CCSS.Math.Content.8.EE.C.7,FALSE,8,Mathematics,Mathematics,q,"Solve linear equations with rational number coefficients, including equations whose solutions require expanding expressions using the distributive property and collecting like terms.",,,,,,,
CCSS.Math.Content.8.EE.C.8,,TRUE,8,Mathematics,Mathematics,q,Analyze and solve pairs of simultaneous linear equations.,,,,,,,
CCSS.Math.Content.8.EE.C.8a,CCSS.Math.Content.8.EE.C.8,FALSE,8,Mathematics,Mathematics,q,"Understand that solutions to a system of two linear equations in two variables correspond to points of intersection of their graphs, because points of intersection satisfy both equations simultaneously.",,,,,,,
CCSS.Math.Content.8.EE.C.8b,CCSS.Math.Content.8.EE.C.8,FALSE,8,Mathematics,Mathematics,q,"Solve systems of two linear equations in two variables algebraically, and estimate solutions by graphing the equations. Solve simple cases by inspection. For example, 3x + 2y = 5 and 3x + 2y = 6 have no solution because 3x + 2y cannot simultaneously be 5 and 6.",,,,,,,
CCSS.Math.Content.8.EE.C.8c,CCSS.Math.Content.8.EE.C.8,FALSE,8,Mathematics,Mathematics,q,"Solve real-world and mathematical problems leading to two linear equations in two variables. For example, given coordinates for two pairs of points, determine whether the line through the first pair of points intersects the line through the second pair.",,,,,,,
CCSS.Math.Content.8.F.A.1,,FALSE,8,Mathematics,Mathematics,q,Understand that a function is a rule that assigns to each input exactly one output. The graph of a function is the set of ordered pairs consisting of an input and the corresponding output.1,,,,,,,
CCSS.Math.Content.8.F.A.2,,FALSE,8,Mathematics,Mathematics,q,"Compare properties of two functions each represented in a different way (algebraically, graphically, numerically in tables, or by verbal descriptions). For example, given a linear function represented by a table of values and a linear function represented by an algebraic expression, determine which function has the greater rate of change.",,,,,,,
CCSS.Math.Content.8.F.A.3,,FALSE,8,Mathematics,Mathematics,q,"Interpret the equation y = mx + b as defining a linear function, whose graph is a straight line; give examples of functions that are not linear. For example, the function A = s2 giving the area of a square as a function of its side length is not linear because its graph contains the points (1,1), (2,4) and (3,9), which are not on a straight line. ",,,,,,,
CCSS.Math.Content.8.F.B.4,,FALSE,8,Mathematics,Mathematics,q,"Construct a function to model a linear relationship between two quantities. Determine the rate of change&nbsp; and initial value of the function from a description of a relationship or from two (x, y) values, including reading these from a table or from a graph. Interpret the rate of change and initial value of a linear function in terms of the situation it models, and in terms of its graph or a table of values.",,,,,,,
CCSS.Math.Content.8.F.B.5,,FALSE,8,Mathematics,Mathematics,q,"Describe qualitatively the functional relationship between two quantities by analyzing a graph (e.g., where the function is increasing or decreasing, linear or nonlinear). Sketch a graph that exhibits the qualitative features of a function that has been described verbally.",,,,,,,
CCSS.Math.Content.8.G.A.1,,TRUE,8,Mathematics,Mathematics,q,"Verify experimentally the properties of rotations, reflections, and translations:",,,,,,,
CCSS.Math.Content.8.G.A.1a,CCSS.Math.Content.8.G.A.1,FALSE,8,Mathematics,Mathematics,q,"Lines are taken to lines, and line segments to line segments of the same length.",,,,,,,
CCSS.Math.Content.8.G.A.1b,CCSS.Math.Content.8.G.A.1,FALSE,8,Mathematics,Mathematics,q,Angles are taken to angles of the same measure.,,,,,,,
CCSS.Math.Content.8.G.A.1c,CCSS.Math.Content.8.G.A.1,FALSE,8,Mathematics,Mathematics,q,Parallel lines are taken to parallel lines.,,,,,,,
CCSS.Math.Content.8.G.A.2,,FALSE,8,Mathematics,Mathematics,q,"Understand that a two-dimensional figure is congruent to another if the second can be obtained from the first by a sequence of rotations, reflections, and translations; given two congruent figures, describe a sequence that exhibits the congruence between them.",,,,,,,
CCSS.Math.Content.8.G.A.3,,FALSE,8,Mathematics,Mathematics,q,"Describe the effect of dilations, translations, rotations, and reflections on two-dimensional figures using coordinates.",,,,,,,
CCSS.Math.Content.8.G.A.4,,FALSE,8,Mathematics,Mathematics,q,"Understand that a two-dimensional figure is similar to another if the second can be obtained from the first by a sequence of rotations, reflections, translations, and dilations; given two similar two-dimensional figures, describe a sequence that exhibits the similarity between them.",,,,,,,
CCSS.Math.Content.8.G.A.5,,FALSE,8,Mathematics,Mathematics,q,"Use informal arguments to establish facts about the angle sum and exterior angle of triangles, about the angles created when parallel lines are cut by a transversal, and the angle-angle criterion for similarity of triangles. For example, arrange three copies of the same triangle so that the sum of the three angles appears to form a line, and give an argument in terms of transversals why this is so.",,,,,,,
CCSS.Math.Content.8.G.B.6,,FALSE,8,Mathematics,Mathematics,q,Explain a proof of the Pythagorean Theorem and its converse.,,,,,,,
CCSS.Math.Content.8.G.B.7,,FALSE,8,Mathematics,Mathematics,q,Apply the Pythagorean Theorem to determine unknown side lengths in right triangles in real-world and mathematical problems in two and three dimensions.,,,,,,,
CCSS.Math.Content.8.G.B.8,,FALSE,8,Mathematics,Mathematics,q,Apply the Pythagorean Theorem to find the distance between two points in a coordinate system.,,,,,,,
CCSS.Math.Content.8.G.C.9,,FALSE,8,Mathematics,Mathematics,q,"Know the formulas for the volumes of cones, cylinders, and spheres and use them to solve real-world and mathematical problems.",,,,,,,
CCSS.Math.Content.8.SP.A.1,,FALSE,8,Mathematics,Mathematics,q,"Construct and interpret scatter plots for bivariate measurement data to investigate patterns of association between two quantities. Describe patterns such as clustering, outliers, positive or negative association, linear association, and nonlinear association.",,,,,,,
CCSS.Math.Content.8.SP.A.2,,FALSE,8,Mathematics,Mathematics,q,"Know that straight lines are widely used to model relationships between two quantitative variables. For scatter plots that suggest a linear association, informally fit a straight line, and informally assess the model fit by judging the closeness of the data points to the line.",,,,,,,
